"id","title","max_execution_time","description","law_reference","course_contents","video_link","brochure_pdf_filename","server_brochure_pdf_filename","didactics","course_professors","ask_all_the_questions","percentage_correct_answer_to_pass","creation_date","owner_user_id","code","producers","ecommerce_image_filename","course_code","version","customers","max_duration","total_duration","total_elearning","external_integration","course_validity","subcategory_id","type_id","closed","deleted","custom","requirements","targets","checking"
"108","test per documento con domande","0",,,,,,,"Il metodo Tutor81 prevede una percentuale minima pari al 60% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-05-19 10:28:58","6","4f258fa297487ec195c2","Tutor 81","4f258fa297487ec195c25367baca5ce4de177cf9",,,,,,,,,"7","1","0","0","0",,,
"109","Antincendio - Rischio basso - 4 ore","180","<p>Il corso &egrave; stato realizzato al fine di formare addetti alla squadra antincendio <strong>per il rischio basso</strong>. Le unit&agrave; didattiche sono state realizzate sulla scorta delle indicazioni rilasciate dal Corpo Nazionale dei Vigili del Fuoco. Dopo aver visionato per intero tutti gli oggetti multimediali e i test posti in itinere, nonch&egrave;&nbsp;la verifica finale verr&agrave; rilasciato l&#39;attestato finale.</p>

<p>Programma del corso prevede i seguenti moduli:</p>

<ol>
	<li><strong>L&#39;incendio concetti di rischio</strong></li>
	<li><strong>La protezione antincendio</strong></li>
	<li><strong>Procedure e sistemi di spegnimento</strong></li>
</ol>

<p>&nbsp;</p>
","Allegato IX DM 10 MARZO 1998",,,,,"Il metodo Tutor81 prevede una percentuale minima pari al 60% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-05-28 18:49:55","6","afd6ffc68853e083a1c3","Tutor 81","afd6ffc68853e083a1c330833749269189e88c3d",,"01","addetti squadra emergenza antincendio rischio basso","180","4","4","non necessaria","biennale","14","4","1","0","0",,,
"110","ANTINCENDIO aggiornamento 2 ore","180",,"Allegato IX DM 10 MARZO 1998",,,,,"Il metodo Tutor81 prevede una percentuale minima pari al 60% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-05-29 17:45:08","6","24cb0e7c15eea4ffa708","Tutor 81","24cb0e7c15eea4ffa708ab0dba4cb59f402d266f",,"01","addetti squadra antincendio rischio basso","180","5","5","non necessaria","aggiornamento quinquiennale","14","4","0","0","0",,,
"111","Guida Sicura","180",,,,,,,"Il metodo Tutor81 prevede una percentuale minima pari al 60% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-07-07 15:46:51","6","ec7ce4c0401064ecfd8f","Tutor 81","ec7ce4c0401064ecfd8f18a6ed66ae2f00b51126",,,,"180","2","2",,,"7","4","1","0","1",,,
"113","RSPP AGG. 20 Ore","180","<p>Questo corso costituisce il percorso formativo di aggiornamento necessario allo svolgimento della funzione di RSPP, riferendosi alla normativa DECRETO LEGISLATIVO 81/2008 e all&rsquo;art.32, comma 2, laddove si stabilisce che i requisiti professionali degli addetti e dei responsabili dei servizi di prevenzione e protezione interni ed esterni devono essere integrati a specifici corsi di formazione in materia di prevenzione e protezione dei rischi, anche di natura ergonomica e da stress lavoro-correlato di cui all&rsquo;articolo 28, comma 1,&nbsp;di organizzazione e gestione delle attivit&agrave; tecnico amministrative e di tecniche di comunicazione in azienda e di relazioni sindacali.</p>

<p>Questi corsi fanno specifico riferimento a quanto previsto dall&rsquo;Accordo sancito il 26 gennaio 2006 e prevedono un aggiornamento da effettuarsi con periodicit&agrave; quinquiennale.</p>

<p>I moduli&nbsp;del corso sono cinque, suddivisi in base ai macroargomenti e contengono tutti gli elementi di aggiornamento sia a livello normativo che interpretativo, emersi in questi anni, ovvero:</p>

<ol>
	<li>Principi costituzionali e civilistici e Aggiornamenti di merito.</li>
	<li>Il decreto 81/2008 evoluzione e integrazione con aggiornamenti a gennaio.</li>
	<li>La gestione per la sicurezza aggiornamenti e proposta di metodolgie sui sistemi di gestione.</li>
	<li>Fattori di rischio e aggiornamenti sulla valutazione dei rischi, metodologie ed esame dei criteri standardizzati.</li>
	<li>Rischi di tipo generale e specifico, gestione delle emergenze aggiornamenti</li>
</ol>
","Decreto Legislativo 81 art. 32 ATECO 3,4,5,7",,,,,"Il metodo Tutor81 prevede una percentuale minima pari all'80% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-09-19 15:20:19","6","b5fa37dfffbb2f0368f3","Tutor 81","b5fa37dfffbb2f0368f35cf0b1759ebcaf94f87d",,"0","Responsabile del servizio di prevenzione e protezione","180","20","20","Non necessaria","Quinquiennale","12","3","1","0","0",,,
"114","Dirigente nuovo 16 Ore","180","<p>L&rsquo;obbiettivo del corso &egrave; la formazione dei dirigenti, cosi&#39; come definiti dall&#39;articolo 2, comma 1, lettera d), del D. Lgs. n. 81/08, in&nbsp; riferimento&nbsp; a&nbsp; quanto previsto all&#39;articolo 37,&nbsp; comma&nbsp; 7,&nbsp; del&nbsp; D.&nbsp; Lgs.&nbsp; n.&nbsp; 81/08&nbsp; e&nbsp; in relazione&nbsp; agli&nbsp; obblighi&nbsp; previsti&nbsp;&nbsp; all&#39;articolo&nbsp;18.</p>

<p>Il corso si articola in numero quattro moduli:</p>

<ol>
	<li>GIURIDICO - NORMATIVO</li>
	<li>GESTIONE ED ORGANIZZAZIONE DELLA SICUREZZA</li>
	<li>INDIVIDUAZIONE E VALUTAZIONE DEI RISCHI</li>
	<li>IL SISTEMA DELLE RELAZIONI</li>
</ol>
","Decreto 81 art. 36-37 - Acc. Stato Regioni 21/12/2011 e 07/07/2016 ",,"https://content.jwplatform.com/previews/BPo8uLzb-TGSPo3kZ",,,"Il metodo Tutor81 prevede una percentuale minima pari all'80% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-10-01 11:09:20","6","ea3a1ecfe3aec2c4cec4","Tutor 81","ea3a1ecfe3aec2c4cec47bdb61b2e1a8bb7d2496",,"Versione Sett. 2014","Dirigenti","180","16","16","non necessaria","Aggiornamento quinquennale","10","3","1","0","0",,,
"115","LAVORATORE NUOVO","180","<p>Obiettivo generale &egrave; assicurare una conoscenza di base in materia di sicurezza sui luoghi di lavoro.</p>

<p>Il programma formativo &egrave; in&nbsp;riferimento alla lettera a) del comma 1 dell&#39;articolo 37&nbsp; del&nbsp;D.Lgs. n. 81/08, il modulo non &egrave;&nbsp;inferiore alle 4 ore, e vengono affrontati i&nbsp;concetti generali in tema di prevenzione e sicurezza sul lavoro.</p>

<p>Il corso si articola in unico modulo:</p>

<p>Formazione generale del lavoratore: Concetti di rischio,&nbsp;danno,&nbsp; prevenzione,&nbsp; protezione,&nbsp;organizzazione della prevenzione aziendale,&nbsp;diritti, doveri e sanzioni per i vari soggetti aziendali, organi di vigilanza, controllo e assistenza.</p>

<p>&nbsp;</p>
",,,,,,"Il metodo Tutor81 prevede una percentuale minima pari al 60% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-10-01 18:14:11","6","a940ebf4120326f63326","Tutor 81","a940ebf4120326f633262cb25d7dcd4fc1dbafa7",,,,"180","8","4",,"Aggiornamento quinquiennale","8","3","0","1","0",,,
"116","LAVORATORE - SETTORE SANITA' - CORSO DI BASE 12 ORE","90",,"art.37 D.lgs 81/08",,,,,"Il metodo Tutor81 prevede una percentuale minima pari al 60% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-11-04 10:26:16","6","6f7ca21f1194d850f051","Tutor 81","6f7ca21f1194d850f051057ac4723e6afc6486f2",,"00",,"90","12","12","non necessaria","quinquiennale","8","4","1","0","0",,,
"117","CORSO SEPSI","180","<p><strong>DESCRIZIONE</strong></p>

<p>Il progetto formativo &egrave; rivolto al personale sanitario (medici e infermieri) pi&ugrave; direttamente coinvolto nella gestione clinica di questi casi, secondo le priorit&agrave; identificate dal Gruppo Multidisciplinare e la pianificazione degli eventi. <strong>Obiettivo regionale 85% del personale dei dipartimenti individuati</strong></p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p><em>DESTINATARI&nbsp;&nbsp; &nbsp;</em></p>

<p>&nbsp;</p>

<p>Docente: Dott. Bertelli Davide Epidemiologo&nbsp; Divisione Malattie Infettive Spedali Civili Brescia</p>
","Progetto Regione Lombardia",,,,,"Il metodo Tutor81 prevede una percentuale minima pari al 60% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Dott. Bertelli Davide Epidemiologo  Divisione Malattie Infettive Spedali Civili Brescia","0","80","2014-11-06 18:52:16","6","e80f274113e097ba9ae4","Tutor 81","e80f274113e097ba9ae4356e0d44c8df7ea6eb3a",,"00","Corsi dedicati per il personale medico e infermieristico (corso unico ovvero distinto, in funzione delle possibilità organizzative) ","180","8","8","non necessaria",,"16","3","0","1","0",,,
"118","SEPSI","180","<p>&nbsp;</p>

<p>Il progetto formativo &egrave; rivolto al personale sanitario (medici e infermieri) pi&ugrave; direttamente coinvolto nella gestione clinica di questi casi, secondo le priorit&agrave; identificate dal Gruppo Multidisciplinare e la pianificazione degli eventi. <strong>Obiettivo regionale 85% del personale dei dipartimenti individuati</strong></p>

<p>&nbsp;</p>
","Progetto Regione Lombardia",,,,,"Il metodo Tutor81 prevede una percentuale minima pari al 70% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Responsabile scientifico Dott. Bertelli Davide Epidemiologo  Divisione Malattie Infettive Spedali Civili Brescia","0","80","2014-11-06 18:54:52","6","e80f274113e097ba9ae4","Tutor 81","e80f274113e097ba9ae4356e0d44c8df7ea6eb3a",,"00","Corsi dedicati per il personale medico e infermieristico (corso unico ovvero distinto, in funzione delle possibilità organizzative) ","180","8","8","non necessaria",,"16","3","1","0","0",,,
"119","Corso radioesposizione","180","<p>Il corso &egrave; realizzato&nbsp;in ottemperanza al decreto legislativo 230/1995 e s.m.i.in materia di protezione sanitaria degli operatori contro i pericoli delle radiazioni ionizzanti.&nbsp;</p>

<p>E&#39; prevista l&#39;illustrazione di tutti i contenuti tecnico-professionali specifici di ciascuna professione connesse all&#39;esposizione a radiazioni ionizzanti mediante l&#39;acquisizione&nbsp;di competenze riferite a tutti i processi diagnostico-terapeutici e tecnici che contemplano l&#39;utilizzo di strumenti radiologici, sostanze radioattive o irradiazioni di sostanze.</p>

<p>OBBIETTIVO: la sensibilizzazione degli operatori sanitari alla prevenzione e protezione dei pericoli connessi all&#39;esposizione alle radiazioni ionizzanti.&nbsp;</p>
","Decreto legislativo 17 marzo 1995 n° 230",,,,,"Il metodo Tutor81 prevede una percentuale minima pari al 60% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-11-08 11:56:01","6","70dc707a7ae2169c80f9","Tutor 81","70dc707a7ae2169c80f93ea63bdbcafab7639e15",,"00","operatori esposti a radiazioni ionizzanti","180","8","8",,,"16","4","0","0","0",,,
"120","Radioesposizione NUOVO 8 Ore","180","<p>Il corso &egrave; realizzato&nbsp;in ottemperanza al decreto legislativo 230/1995 e s.m.i.in materia di protezione sanitaria degli operatori contro i pericoli delle radiazioni ionizzanti.&nbsp;</p>

<p>E&#39; prevista l&#39;illustrazione di tutti i contenuti tecnico-professionali specifici di ciascuna professione connesse all&#39;esposizione a radiazioni ionizzanti mediante l&#39;acquisizione&nbsp;di competenze riferite a tutti i processi diagnostico-terapeutici e tecnici che contemplano l&#39;utilizzo di strumenti radiologici, sostanze radioattive o irradiazioni di sostanze.</p>

<p>OBBIETTIVO: la sensibilizzazione degli operatori sanitari alla prevenzione e protezione dei pericoli connessi all&#39;esposizione alle radiazioni ionizzanti.&nbsp;</p>
","Decreto legislativo 17 marzo 1995 n° 230",,,,,"Il metodo Tutor81 prevede una percentuale minima pari all'80% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-11-13 14:24:32","6","70dc707a7ae2169c80f9","Tutor 81","70dc707a7ae2169c80f93ea63bdbcafab7639e15",,"00","Operatori esposti a radiazioni ionizzanti","180","8","8",,,"16","4","1","0","0",,,
"121","Anticorruzione NUOVO 2 Ore","180","<p>&nbsp;</p>

<p>Con la legge 6 novembre 2012 n. 190 e con i decreti legislativi attuativi 235/2012, 33/2013, 39/2013 e, da ultimo, dal decreto n. 69/2013 (c.d. &ldquo;decreto del fare&rdquo;) convertito nella legge 9 agosto 2013 n. 98 &egrave; stata introdotta in Italia la cosidetta normativa &quot;anticorruzione&quot;<br />
Tra i compiti previsti dalla legge 195 del&nbsp;2012, al responsabile della prevenzione della corruzione, &egrave; quello di predisporre percorsi, anche specifici e settoriali, di formazione destinati prioritariamente ai dipendenti pubblici chiamati ad operare nei settori gi&agrave; individuati dalla stessa legge e in ulteriori ambiti previsti dai piani per la prevenzione della corruzione adottati dalle singole amministrazioni.</p>

<p>Questo corso vuole fornire una&nbsp;conoscenza minima a tutti i dipendenti della Pubblica Amministrazione,&nbsp;dei contenuti e degli obbiettivi che si pone&nbsp;la normativa anticorruzione&nbsp;</p>

<p>&nbsp;</p>
","legge n. 190 del 6 Novembre 2012",,,,,"TUTOR81 LMS è una piattaforma LMS con sistema di tracciamento proprietario, conforme alla normativa attualmente in vigore (Accordo Stato Regioni del 7 luglio 2016) in tema di formazione e-learning riguardante la tutela della sicurezza e della salute dei lavoratori. Ogni corso con Tutor81 è monitorato rispettando i requisiti previsti dall’Allegato 2 Accordo Stato Regioni 07.07.2016 al termine di ogni corso è quindi possibile certificare e documentare quanto segue: • Lo svolgimento e il completamento delle attività didattiche di ciascun utente • Le modalità e il superamento delle valutazioni di apprendimento • La partecipazione attiva del discente; • La tracciabilità di ogni attività svolta durante il collegamento al sistema e la durata; • La tracciabilità dell’utilizzo anche delle singole unità didattiche. la regolarità e la progressività di utilizzo del sistema da parte dell’utente; ","I relatori/docenti che hanno contribuito alla redazione dei contenuti di ciascuna unità didattica sono in possesso dei requisiti previsti dal decreto interministeriale del 6 marzo 2013 “Criteri di qualificazione della figura del formatore per la salute e sicurezza nei luoghi di lavoro”.","0","80","2014-11-14 12:08:51","6","aad867d48fe7260bcd6c","Il discente ha la disponibilità dei profili di competenza per la gestione didattica e tecnica E-learning quali: • Responsabile scientifico dei corsi: • Mentor di contenuto • Sviluppatore della piattaforma • Tutor di processo ","aad867d48fe7260bcd6c05f65d629e6093ac5a56",,"00","Responsabili della prevenzione della corruzione, responsabili della trasparenza, referenti pressosingole articolazioni amministrative (assessorati, direzioni, dipartimenti…) o articolazioni territoriali","180","2","2","Non necessaria","Annuale","18","3","1","0","0",,,"La verifica di apprendimento principale privilegiata nell’ambiente Tutor81 è la verifica in in itinere. Si tratta di test a tempo trasmessi frequentemente e con lo scopo non solo di controllare la presenza del partecipante ma di stimolarne l’attenzione. Il corsista riceve immediato riscontro alla risposta rilasciata. Ogni quesito viene tracciato dal sistema e riportato nell'attestato finale. I test sono trasmessi in modalità random, ciò significa che per la stessa domanda esistono varie alternative. In caso il risultato finale dei test, sia inferiore alla soglia minima prevista dei test corretti, l’attestato non viene generato dal sistema. Il soggetto formatore valuterà le modalità che riterrà più idonee per approfondire gli errori e rivalutarne l’apprendimento."
"122","Privacy NUOVO 4 Ore","180","<p>Questo &egrave; un <strong>corso di formazione </strong>sulle tematiche della privacy rivolto a coloro che lavorano in azienda.<br />
Il &ldquo;<strong>Codice in materia di protezione dei dati personali</strong>&rdquo;&nbsp; prevede di rendere edotti tutti i dipendenti che a vario grado e titolo trattano i dati personali di ricevere un adeguata formazione.</p>

<p>Questo corso si pone l&#39;obbiettivo di introdurre il codice privacy in modo semplificato in modo che tutti siano a conoscenza delle contenuti minimi, dei principi di base e degli adempimenti di maggior rilievo.</p>
","Legge 196 del 2003",,,,,"Il metodo Tutor81 prevede una percentuale minima pari all'80% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-11-14 14:14:02","6","2fa1778671c9a82bc4ee","Tutor 81","2fa1778671c9a82bc4ee8767be6898f7918317b3",,"00","Tutti i dipendenti","180","4","4","Non necessaria","Biennale","17","4","1","0","0",,,
"123","Rischio biologico NUOVO 4 Ore","180",,"Articolo 36 del D.Lgs. 81 del 9 aprile 2008.",,,,,"Il metodo Tutor81 prevede una percentuale minima pari all'80% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-11-15 10:18:24","6","28300ac69df2d05eeed9","Tutor 81","28300ac69df2d05eeed96ed2228dc70bdc2b4640",,,"Tutti i Lavoratori di attività dove sono presenti agenti biologici di gruppo 3 che devono ricevere una adeguata informazione sui rischi specifici ai sensi dell'articolo 36 del Decreto legislativo n. 81 del 2008.","180","4","4",,,"8","4","1","0","0",,,
"124","RSPP AGG. 12 Ore","180","<p>Questo corso si attiene ai contenuti del&nbsp;decreto legislativo n.&nbsp;<em>195&nbsp;</em>del 2003, laddove &egrave; previsto un aggiornamento periodico&nbsp;per i responsabili e per gli addetti dei servizi di prevenzione e protezione sui luoghi di lavoro la partecipazione a corsi di aggiornamento.</p>

<p style=""text-align:justify"">Pertanto il corso fa&nbsp;<em>&nbsp;</em>riferimento ai contenuti dei moduli del rispettivo percorso formativo, con particolare riguardo:</p>

<p style=""text-align:justify"">&nbsp;a) al settore produttivo di riferimento;</p>

<p style=""text-align:justify"">&nbsp;b) alle novit&agrave; normative nel frattempo eventualmente intervenute in materia;</p>

<p style=""text-align:justify"">&nbsp;c) alle innovazioni nel campo delle misure di prevenzione.&nbsp;</p>

<p style=""text-align:justify"">Sar&agrave; necessario garantire un equilibrio tra lezioni frontali, esercitazioni in aula e relative discussioni, nonch&eacute; lavori di gruppo.</p>

<p style=""text-align:justify""><u><strong>Valutazione del percorso formativo</strong></u></p>

<p style=""text-align:justify"">La valutazione si articola in&nbsp;<strong>verifiche intermedie e&nbsp; nell&rsquo;esame finale</strong>.</p>

<p style=""text-align:justify""><strong>Verifiche intermedie</strong>: durante lo svolgimento del corso di aggiornamento il livello di apprendimento &egrave; controllato tramite verifiche,&nbsp;sia a test</p>

<p style=""text-align:justify""><strong>Esame finale:</strong></p>

<p style=""text-align:justify"">Sono ammessi all&rsquo;esame finale coloro che hanno frequentato almeno&nbsp;<u>il 90%&nbsp;</u>delle ore del corso ( esame escluso).</p>
","Decreto legislativo n. 195 del 2003",,,,,"Il metodo Tutor81 prevede una percentuale minima pari all'80% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-11-20 16:29:11","6","53de3d68ecf9310a2a4f","Tutor 81","53de3d68ecf9310a2a4f197f14a5257ee88ac636",,"00","Responsabile del servizio di prevenzione e protezione","180","12","12","Non necessaria","Quinquiennale","12","4","1","0","0",,,
"125","RLS agg 2014","180",,,,,,,"Il metodo Tutor81 prevede una percentuale minima pari al 60% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-11-20 17:02:27","6","607bb901806b630896fe","Tutor 81","607bb901806b630896fefac118179bd85dbc2bb1",,,,"180","8","8",,,"13","4","1","0","1",,,
"126","ASPP AGGIORNAMENTO 2014","180","<p>Questo corso si attiene ai contenuti del&nbsp;decreto legislativo n. <em>195 </em>del 2003, laddove &egrave; previsto un aggiornamento periodico per i responsabili e per gli addetti dei servizi di prevenzione e protezione sui luoghi di lavoro la partecipazione a corsi di aggiornamento.</p>

<p style=""text-align:justify"">Pertanto il corso fa&nbsp;<em> </em>riferimento ai contenuti dei moduli del rispettivo percorso formativo, con particolare riguardo:</p>

<p style=""text-align:justify"">&nbsp;a) al settore produttivo di riferimento;</p>

<p style=""text-align:justify"">&nbsp;b) alle novit&agrave; normative nel frattempo eventualmente intervenute in materia;</p>

<p style=""text-align:justify"">&nbsp;c) alle innovazioni nel campo delle misure di prevenzione.&nbsp;</p>

<p style=""text-align:justify"">Sar&agrave; necessario garantire un equilibrio tra lezioni frontali, esercitazioni in aula e relative discussioni, nonch&eacute; lavori di gruppo.</p>

<p style=""text-align:justify""><u><strong>Valutazione del percorso formativo</strong></u></p>

<p style=""text-align:justify"">La valutazione si articola in <strong>verifiche intermedie e&nbsp; nell&rsquo;esame finale</strong>.</p>

<p style=""text-align:justify""><strong>Verifiche intermedie</strong>: durante lo svolgimento del corso di aggiornamento il livello di apprendimento &egrave; controllato tramite verifiche,&nbsp;sia a test</p>

<p style=""text-align:justify""><strong>Esame finale:</strong></p>

<p style=""text-align:justify"">Sono ammessi all&rsquo;esame finale coloro che hanno frequentato almeno <u>il 90% </u>delle ore del corso ( esame escluso).</p>
","Decreto Legislativo n. 195 del 2003",,,,,"Il metodo Tutor81 prevede una percentuale minima pari all'80% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-11-25 10:40:02","6","1bf6d535aa823ba93492","Tutor 81","1bf6d535aa823ba9349287d38e3d78b9db9c39ca",,"00","ASPP Aggiornamento ","180","12","12","Non necessaria","Quinquiennale","7","3","1","0","0",,,
"127","LAVORATORE AGG. UFFICI 6 Ore","180",,"Decreto 81/2008 articolo 37 comma 6, accordo stato regioni 26/12/2012 ",,,,,"Il metodo Tutor81 prevede una percentuale minima pari al 60% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-12-09 12:11:31","6","271d81e4c51d6fef58a8","Tutor 81","271d81e4c51d6fef58a804fc82225b3ad5b07c19",,"2015","Aggiornamento Lavoratori settore uffici e terziario in genere","180","6","6","Non necessaria",,"8","3","1","0","0",,,
"128","SEPSI","180","<p>Il progetto formativo &egrave; rivolto al personale sanitario (medici e infermieri) pi&ugrave; direttamente coinvolto nella gestione clinica di questi casi, secondo le priorit&agrave; identificate dal Gruppo Multidisciplinare e la pianificazione degli eventi.&nbsp;<strong>Obiettivo regionale 85% del personale dei dipartimenti individuati.</strong></p>
","Progetto Regione Lombardia",,,,,"Il metodo Tutor81 prevede una percentuale minima pari al 60% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Responsabile scientifico Dott. Bertelli Davide Epidemiologo Divisione Malattie Infettive Spedali Civili Brescia","0","80","2014-12-19 10:40:33","6","295bec5f78c50d1cd56b","Tutor 81","295bec5f78c50d1cd56b0912c3fdac5e2efc89c6",,,"Corsi dedicati per il personale medico e infermieristico (corso unico ovvero distinto, in funzione delle possibilità organizzative)","180","8","8","non necessaria",,"16","3","1","0","1",,,
"129","LAVORATORE SANITA'- formazione di base - COMPLETO - 16 ore","90",,"art.37 D.lgs 81/08",,,,,"Il metodo Tutor81 prevede una percentuale minima pari al 60% di filmati e l'integrazione di slide interattive. In ogni oggetto multimediale è inserita uno o più test (temporizzati) rilasciati in modalità random.","Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l’aspetto comunicativo.","0","80","2014-12-19 12:06:27","6","2fa199696e6cd9744831","Tutor 81","2fa199696e6cd97448315bc285360ecbb06408f3",,,,"90","16","16",,"quinquennale","8","4","1","0","0",,,
