id	title	description	code	is_published_in_ecommerce	creation_date
102	EL - PREPOSTO SANITA' - formazione di base - COMPLETO - 8 ore	<p>L&#39;obiettivo del corso &egrave; integrare la Formazione Generale con i moduli previsti per la figura speciale del Preposto Art. 37, Comma 7 del D.Lgs. n. 81/08.</p>\n\n<p>Il corso si articola in 4 Moduli:</p>\n\n<p>1. Principali soggetti del sistema di prevenzione aziendale: compiti, obblighi e responsabilit&agrave;</p>\n\n<p>2. Relazioni tra i vari soggetti interni ed esterni del sistema di prevenzione</p>\n\n<p>3. Definizione e individuazione dei fattori di rischio</p>\n\n<p>4. Incendi e infortuni mancati</p>\n	50e3390a73f90f974f81	0	2015-01-15 18:40:24
103	el01Dl - PROVA 21 FEBBR 15		ca2df1b0ede96c462392	2	2015-02-21 11:36:50
104	EL - LAVORATORE - formazione di base - rischio basso - SPECIFICA - 4 ore	<p>Il corso &egrave; dedicato ai lavoratori che devono concludere il percorso di formazione generale con la Formazione Specifica.&nbsp;</p>\n	63c6cf58439ae6ca6d6f	0	2015-03-26 11:34:00
105	el05Ga - RSPP Aggiornamento 40h - GERRESHEIMER PISA SPA	<p>Questo corso costituisce il percorso formativo di aggiornamento necessario allo svolgimento della funzione di RSPP, riferendosi alla normativa DECRETO LEGISLATIVO 81/2008 e all&rsquo;art.32, comma 2, laddove si stabilisce che i requisiti professionali degli addetti e dei responsabili dei servizi di prevenzione e protezione interni ed esterni devono essere integrati a specifici corsi di formazione in materia di prevenzione e protezione dei rischi, anche di natura ergonomica e da stress lavoro-correlato di cui all&rsquo;articolo 28, comma 1,&nbsp;di organizzazione e gestione delle attivit&agrave; tecnico amministrative e di tecniche di comunicazione in azienda e di relazioni sindacali.</p>\n\n<p>Questi corsi fanno specifico riferimento a quanto previsto dall&rsquo;Accordo sancito il 26 gennaio 2006 e prevedono un aggiornamento da effettuarsi con periodicit&agrave; quinquiennale.</p>\n\n<p>I moduli del corso sono cinque, suddivisi in base ai macroargomenti e contengono tutti gli elementi d	3877b436b47268faf19c	0	2015-04-02 17:24:16
106	el01Ga - Lavoratore Agg. Uffici - MASONI Consulting		92b0768c084191712158	0	2015-04-20 12:30:36
107	el08Gla - ANTINCENDIO AGGIORNAMENTO 2 ore	<p>Il corso &egrave; stato realizzato al fine di aggiornare la formazione degli addetti alla squadra antincendio.</p>\n	1c1458c0823dd9a7947a	0	2015-04-21 15:26:01
108	var03D - Demo Legge 231		fb961fee45390d7a15c6	0	2015-05-18 18:40:45
109	EL - LAVORATORE - formazione aggiornamento - rischio basso - 6 ORE		f56168abbe8dbb7aa93a	0	2015-07-02 12:28:08
110	EL - CORSO PRIVACY versione semplificata	<p>Questo &egrave; un&nbsp;<strong>corso di formazione&nbsp;</strong>sulle tematiche della privacy rivolto a coloro che lavorano in azienda.<br />\nIl &ldquo;<strong>Codice in materia di protezione dei dati personali</strong>&rdquo;&nbsp; prevede di rendere edotti tutti i dipendenti che a vario grado e titolo trattano i dati personali di ricevere un adeguata formazione.</p>\n\n<p>Questo corso si pone l&#39;obbiettivo di introdurre il codice privacy in modo semplificato in modo che tutti siano a conoscenza delle contenuti minimi, dei principi di base e degli adempimenti di maggior rilievo.</p>\n	91ee5dea19bc26259e32	0	2015-07-23 17:34:44
111	EL - Lavoratore Agg. uffici Alpitour	<p>Obiettivo generale &egrave; garantire un costante aggiornamento ai lavoratori in materia di sicurezza nei luoghi di lavoro.</p>\n\n<p>Il&nbsp;corso si propone quindi di aggiornare la Formazione generale del lavoratore con particolare riguardo alle novit&agrave; introdotte con gli aggionamenti interevenuti al Decreto 81, unitamente al rischio specifico del settore attivit&agrave; alla quale appartiene il lavoratore.</p>\n\n<p>Il corso si articola in due moduli:</p>\n\n<p>Approfondimenti giuridici</p>\n\n<p>Organizzare e gestire la sicurezza</p>\n	dcc2a7db0a56692804f2	0	2016-06-28 18:15:18
112	EL - Aggiornamento Sicurezza Alpitour	<p>Obiettivo generale &egrave; garantire un costante aggiornamento ai lavoratori in materia di sicurezza nei luoghi di lavoro.</p>\n\n<p>Il&nbsp;corso si propone quindi di aggiornare la Formazione generale del lavoratore con particolare riguardo alle novit&agrave; introdotte con gli aggionamenti interevenuti al Decreto 81, unitamente al rischio specifico del settore attivit&agrave; alla quale appartiene il lavoratore.</p>\n\n<p>Il corso si articola in due moduli:</p>\n\n<p><strong>Approfondimenti giuridici</strong></p>\n\n<p><strong>Organizzare e gestire la sicurezza</strong></p>\n\n<p><strong>Rischi specifici nell&#39;ambiente di lavoro</strong></p>\n	7d241616477954fdd314	0	2016-07-20 23:28:38
113	EL - CORSO RLS UNICOOP	<p>Il corso personalizzato nella realt&agrave; UNICOOP TIRRENO&nbsp;ha l&#39;obiettivo di formare la figura di Rappresentante dei Lavoratori per la sicurezzae risponde al comma 11 del Decreto Legislativo 81/2008. Fruibile interamente online prevede la trattazione dei seguenti argomenti</p>\n	4af20884a79d47256e4d	0	2016-08-05 13:06:48
114	EL - RSPP DL  AGG ALTO RISCHIO_pers Afabi		1fbb466ab18603598f33	0	2017-01-10 11:05:47
115	EL - RSPP DL agg. rischio alto 10 ore - personalizzato	<p><strong>Questo modulo personalizzato completa la formazione svolta in aula ed &egrave;&nbsp;specifica del Datore di Lavoro che svolge il ruolo di Rspp,</strong> i moduli previsti per la sua figura sono aggiornati con particolare riguardo al contesto normativo e alla sua evoluzione.</p>\n\n<p>&nbsp;</p>\n\n<p>Il corso si articola nei seguenti moduli:</p>\n\n<p>&nbsp;</p>\n\n<p>MODULO 4: INDIVIDUAZIONE E VALUTAZIONE DEL RISCHIO</p>\n\n<p>MODULO 6: RISCHI GENERALI E SPECIFICI DELL&#39; ATTIVITA&#39; LAVORATIVA</p>\n	1b7c2b940e6e93e5a0ed	0	2017-02-15 14:13:10
116	EL - LAVORATORE - formazione di base - rischio basso - COMPLETO - 8 ore	<p>Obiettivo generale &egrave; assicurare una conoscenza di bases in materia di sicurezza sui luoghi di lavoro.</p>\n\n<p>Il programma formativo &egrave; in riferimento alla lettera a) del comma 1 dell&#39; articolo 37 del D.L.gs. n. 81/08, il modulo non &egrave; inferiore alle 4 ore, e vengono affrontati i concetti generali in tema di prevenzione e sicurezza sul lavoro.</p>\n\n<p>&nbsp;</p>\n\n<p>&nbsp;</p>\n	5ff5b0e29e9353a975f6	0	2017-03-20 23:15:08
117	EL - CORSO 231 valvitalia		efb20668823b3139da46	0	2017-11-01 17:29:41
118	var03S - prova slide		38214cc7c188dc166afa	2	2017-11-03 17:24:41
119	EL - PROVA SLIDE 2		390a4f77463cf0fa9260	0	2017-11-03 17:58:43
120	var03G - apicali		5f56f514ac2719b8ff66	2	2017-11-07 09:59:51
121	var03G - 231 Impiegati Valvitalia		86d51c3a4b404e366faf	2	2017-11-15 11:54:04
122	EL - 231_Valvitalia apicali		d3d5acb1c86eb47efffd	0	2017-11-15 16:53:28
123	var03G - 231_VALVITALIA _DIRIGENTI		735aa2f3d1df6ad294ce	2	2017-11-16 15:06:12
124	EL - 231_Valvitalia _Impiegati		47160f6fbb2b3529c6dd	0	2017-11-16 15:10:10
125	EL -  Mod. di Organizzazione ai sensi del D.Lgs  231/01_Impiegati	<p>diffusione a tutti i Target che compongono la popolazione aziendale, &nbsp;dell&rsquo;effettiva conoscenza del Decreto 231/01, del Codice Etico e del Modello adottato dall&rsquo;Organizzazione nella sua versione aggiornata e approvata dal Consiglio in data 30 Marzo 2017.</p>\n	1f2cc75d3ebbb0ae7cab	0	2017-11-23 16:04:39
126	EL - Mod. Organizzazione D.Lgs  231/2001 Impiegati	<p>diffusione a tutti i Target che compongono la popolazione aziendale, &nbsp;dell&rsquo;effettiva conoscenza del Decreto 231/01, del Codice Etico e del Modello adottato dall&rsquo;Organizzazione nella sua versione aggiornata e approvata dal Consiglio in data 30 Marzo 2017.</p>\n	50afc52b934a0767f34e	0	2017-11-23 18:47:08
127	var03G - Mod. Organizzazione D.Lgs  231/2001_Apicali	<p>Diffusione a tutti i Target che compongono la popolazione aziendale, &nbsp;dell&rsquo;effettiva conoscenza del Decreto 231/01, del Codice Etico e del Modello adottato dall&rsquo;Organizzazione nella sua versione aggiornata e approvata dal Consiglio in data 30 Marzo 2017.</p>\n	d7d125297df3495501ce	0	2017-11-23 19:07:49
128	EL - MOD. ORGANIZZAZIONE D.LGS 231/2001_DIRIGENTI e QUADRI	<p>diffusione a tutti i Target che compongono la popolazione aziendale, &nbsp;dell&rsquo;effettiva conoscenza del Decreto 231/01, del Codice Etico e del Modello adottato dall&rsquo;Organizzazione nella sua versione aggiornata e approvata dal Consiglio in data 30 Marzo 2017.</p>\n	cbeb7043b4ae858447e8	0	2017-11-23 19:37:40
129	EL - MOD. ORGANIZZAZIONE D.LGS 231/2001_DIRIGENTI e QUADRI	<p>Diffusione a tutti i Target che compongono la popolazione aziendale, &nbsp;dell&rsquo;effettiva conoscenza del Decreto 231/01, del Codice Etico e del Modello adottato dall&rsquo;Organizzazione nella sua versione aggiornata e approvata dal Consiglio in data 30 Marzo 2017.</p>\n	620183143ded647aa088	0	2017-11-29 15:31:55
130	EL - prova KEYNOTE		40fb1f4a5819bcdccce7	0	2018-03-07 22:21:44
131	EL - Dirigente - formazione sicurezza di base - COMPLETO - 16 ore	<p>L&rsquo;obbiettivo del corso &egrave; la formazione dei dirigenti, cosi&#39; come definiti dall&#39;articolo 2, comma 1, lettera d), del D. Lgs. n. 81/08, in&nbsp; riferimento&nbsp; a&nbsp; quanto previsto all&#39;articolo 37,&nbsp; comma&nbsp; 7,&nbsp; del&nbsp; D.&nbsp; Lgs.&nbsp; n.&nbsp; 81/08&nbsp; e&nbsp; in relazione&nbsp; agli&nbsp; obblighi&nbsp; previsti&nbsp;&nbsp; all&#39;articolo&nbsp;18.</p>\n\n<p>Il corso si articola in numero quattro moduli:</p>\n\n<p>GIURIDICO - NORMATIVO</p>\n\n<p>GESTIONE ED ORGANIZZAZIONE DELLA SICUREZZA</p>\n\n<p>INDIVIDUAZIONE E VALUTAZIONE DEI RISCHI</p>\n\n<p>IL SISTEMA DELLE RELAZIONI</p>\n	7d0b9d3174ea8ce3dcf5	0	2018-04-04 23:09:10
132	EL - LAVORATORE - formazione aggiornamento - rischio basso - 6 ore	<p>Obiettivo generale &egrave; garantire un costante aggiornamento ai lavoratori in materia di sicurezza nei luoghi di lavoro, il programma formativo &egrave; realizzato per i lavoratori soggetti a rischio di tipo medio.</p>\n\n<p>Il&nbsp;corso si propone quindi di aggiornare la Formazione generale del lavoratore con particolare riguardo alle novit&agrave; introdotte con gli aggionamenti interevenuti al Decreto 81, unitamente al rischio specifico del settore attivit&agrave; alla quale appartiene il lavoratore.</p>\n\n<p>Il corso si articola in due moduli:</p>\n\n<p>Approfondimenti giuridici</p>\n\n<p>Organizzare e gestire la sicurezza</p>\n	7372c0d3eb7f3924b204	0	2018-06-06 12:50:58
133	EL - Aspp - modulo A	<p>Il corso per ASPP ovvero addetto servizio di prevenzione e protezione deriva dalle disposizioni dell&#39;&nbsp;Accordo Stato-Regioni del 7 luglio 2016.</p>\n\n<p>E&#39; possibile effetture in modalit&agrave; elearning il modulo A propedeutico per le lezioni specifiche successive.</p>\n\n<p>Destinatari</p>\n\n<p>Tutti coloro che intendono ricoprire il ruolo di responsabile o di addetto al servizio di prevenzione e protezione.</p>\n\n<p>Requisiti per l&#39;accesso al corso</p>\n\n<p>Titolo di studio non inferiore al diploma di istruzione secondaria superiore.</p>\n\n<p><strong>I moduli previsti per questo corso sono:</strong></p>\n\n<p>Il percorso formativo &egrave; strutturato ai sensi dell&#39;Accordo Stato-Regioni 7 luglio 2016, &egrave; strutturato in tre distinti moduli. <u>Questo corso costituisce la BASE formativa per lo svolgimento della funzione di RSPP e di ASPP</u> ed &egrave; propedeutico per l&#39;accesso ai successivi moduli B e C.</p>\n\n<p>Il Modulo A deve consentire ai responsabili e	25e9cada5bca0f0c300b	0	2018-06-21 17:22:59
134	EL - AB_corso personalizzato_1	<p>Questo corso&nbsp;&egrave; personalizzato&nbsp;e dedicato ad approfondire alcune tematiche aziendali riguardanti la sicurezza e la salute del lavoro. A lezioni di carattere generale seguono lezioni personalizzate e specifiche.</p>\n	c50c4221a3a288adceef	0	2018-12-12 14:05:38
135	EL - test	<p>asdf</p>\n	336d5ba3d720de658189	0	2019-07-09 14:29:19
136	EL - INGLESE - Dirigente - formazione sicurezza di base 	<ul>\n\t<li><strong>MODULE 1: LEGAL LEGISLATION</strong></li>\n\t<li>\n\t<ul>\n\t\t<li>Lezione 1: Lesson 1: BASIC PRINCIPLES AND THE LEGISLATIVE SYSTEM IN EFFECT\n\t\t<ul>\n\t\t\t<li>(328)Presentazione corso dirigenti nuovo_EN(163 min)</li>\n\t\t\t<li>(331)Introduzione al decreto 81_EN(335 min)</li>\n\t\t</ul>\n\t\t</li>\n\t\t<li>Lezione 1: Lesson 2: FIGURES OF ORGANIZATIONAL MANAGEMENT\n\t\t<ul>\n\t\t\t<li>(417)Le figure dell&#39;organizzazione aziendale - A_EN(762 min)</li>\n\t\t\t<li>(418)Le figure dell&#39;organizzazione aziendale - B_EN(1396 min)</li>\n\t\t</ul>\n\t\t</li>\n\t\t<li>Lezione 1: Lesson 3: THE PROTECTION OF WORKERS\n\t\t<ul>\n\t\t\t<li>(325)Lo statuto dei lavoratori_EN(6 min)</li>\n\t\t\t<li>(322)La tutela assicurativa_EN(2 min)</li>\n\t\t</ul>\n\t\t</li>\n\t\t<li>Lezione 1: Lesson 4: RESPONSIBILITIES OF THE DIRECTOR\n\t\t<ul>\n\t\t\t<li>(329)Dirigente garante organizzativo_EN(2064 min)</li>\n\t\t\t<li>(324)La responsabilita amministrativa_EN(1 min)</li>\n\t\t</ul>\n\t\t</li>\n\t</ul>\n\t</li>\n\t<li>\n\t<p><strong>MODULO 2: SECTION 2 &ndash; SAFETY MANAGEMENT	2ba6a595b82faa782e43	0	2019-07-11 01:36:08
137	EL - INGLESE - Lavoratore - formazione generale e specifica r. basso 4 ore 		1e5f2a9362eced8fdd15	0	2019-08-28 15:03:30
138	EL - INGLESE - Lavoratore rischio basso - formazione generale e rischio specifico 8 ore	<ul>\n\t<li><strong>Module 1</strong>\n\n\t<ul>\n\t\t<li>(596)Funzionamento del corso di elearning(4 min)</li>\n\t\t<li>(1352)Introduzione Diritti E Doveri Eng(30 min)</li>\n\t\t<li>(1354)Figure organizzazione Aziendale ENG(40 min)</li>\n\t\t<li>(1394)Napo-stress strikes(10 min)</li>\n\t\t<li>(1354)Figure organizzazione Aziendale ENG(40 min)</li>\n\t\t<li>(1398)Napo in strada(20 min)</li>\n\t\t<li>(1351)Concetti Di Rischio E Pericolo Eng(100 min)</li>\n\t\t<li>(1393)Computer risk health hazards(30 min)</li>\n\t</ul>\n\t</li>\n</ul>\n\n<p>&nbsp;</p>\n\n<ul>\n\t<li><strong>Module 2&nbsp;</strong></li>\n\t<li>(1401)Napo In Safe Start - Episode 002 - Dont Hesitate To Ask Qu...(4 min)</li>\n\t<li>(1392)Stress at workplce(30 min)</li>\n\t<li>(1381)work-related stress(40 min)</li>\n\t<li>(1400)Napo In Risky Business - Episode 006 - Eliminate The Hazard(5 min)</li>\n\t<li>(1399)Napo In Lighten The Load - Episode 001 - Start(5 min)</li>\n\t<li>(1363)Lavorare in condizioni di rischio_ENG(60 min)</li>\n\t<li>(1382)Computers and Your Health(20 min)</	776a604c685113c1d0a8	0	2019-09-10 02:31:16
139	EL - LAVORATORE INGLESE - formazione di base - rischio basso - COMPLETO - 8 ore 		492344534c997fa93016	0	2019-09-10 03:04:40
140	EL - INGLESE - Dirigente - formazione sicurezza di base 		1234691673243009a2c5	0	2019-09-16 00:32:38
141	EL - INGLESE - Dirigente - formazione sicurezza di base 	<ul>\n\t<li><strong>MODULO 1: SECTION 1 &ndash; LEGAL LEGISLATION</strong></li>\n</ul>\n\n<p>LEZIONI INSERITE</p>\n\n<ul>\n\t<li>Lezione 1: Lesson 1: BASIC PRINCIPLES AND THE LEGISLATIVE SYSTEM IN EFFECT</li>\n\t<li>Lezione 1: Lesson 2: FIGURES OF ORGANIZATIONAL MANAGEMENT</li>\n\t<li>Lezione 1: Lesson 3: THE PROTECTION OF WORKERS</li>\n\t<li>Lezione 1: Lesson 4: RESPONSIBILITIES OF THE DIRECTOR</li>\n\t<li>\n\t<p><strong>MODULO 2: SECTION 2 &ndash; SAFETY MANAGEMENT AND ORGANIZATION</strong></p>\n\n\t<p>LEZIONI INSERITE</p>\n\n\t<ul>\n\t\t<li>Lezione 1: Lesson 1: ORGANIZATIONAL MANAGEMENT OF PREVENTION</li>\n\t\t<li>Lezione 1: Lesson 2: EMERGENCY MANAGEMENT</li>\n\t\t<li>Lezione 1: Lesson 3: MANAGEMENT SYSTEMS</li>\n\t\t<li>Lezione 1: Lesson 4: TENDER AND SUPPLY CONTRACTS</li>\n\t</ul>\n\t</li>\n\t<li>\n\t<p><strong>MODULO 3: SECTION 3 &ndash; IDENTIFICATION AND EVALUATION OF RISKS</strong></p>\n\n\t<p>LEZIONI INSERITE</p>\n\n\t<ul>\n\t\t<li>Lezione 1: Lesson 1: IDENTIFICATION OF RISKS</li>\n\t\t<li>Lezione 1: Lesson 2: INJURIES</li>\n\t\t<li>	8a1467bb6c717c95dfb8	0	2019-09-16 00:48:09
142	EL - DIRIGENTE INGLESE - formazione di base - COMPLETO - 16 ore 		50bed7a5945d17a148d9	0	2019-10-01 09:44:02
143	EL - RSPP - formazione aggiornamento 2019 - 40 ore  		fd1d5232d3ba0a985afc	0	2019-10-13 21:45:10
144	EL - ASPP - formazione aggiornamento 2019 - 20 ore 		121ef36cccadc5684f4d	0	2019-10-21 11:16:06
145	EL - RLS - formazione aggiornamento - 4 ore		48d97f0cc59ff569a82e	0	2019-11-12 11:01:50
146	EL - RSPP - formazione di base - modulo A - BLENDED - 28 ore		12ca31c59b9bf1972fcc	0	2019-11-21 18:52:29
147	EL - EMERGENZA Coronavirus per Aziende e Cantieri - 1 ora	<p>Il corso &egrave; stato realizzato al fine di formare i dipendenti di Aziende e Cantieri del rischio presente negli ambienti di lavoro derivante dall&#39;emergenza Coronavirus. Le unit&agrave; didattiche sono state realizzate sulla scorta delle indicazioni provenienti dalL&#39;Istituto Superiore della Sanit&agrave;. Dopo aver visionato per intero tutti gli oggetti multimediali e i test posti in itinere, nonch&egrave;&nbsp;la verifica finale verr&agrave; rilasciato l&#39;attestato finale.</p>\n\n<p>Programma del corso prevede i seguenti moduli:</p>\n\n<p><strong>Emergenza COVID-19</strong></p>\n\n<p><strong>Il rischio negli ambienti di lavoro che riguarda tutti!</strong></p>\n\n<p>1-Corona virus cosa &egrave;, sintomatologia e diffusione</p>\n\n<p>2-Accordo governo e parti sindacali per le misure di prevenzione da adottare</p>\n\n<p>3-Misure igieniche di carattere generale</p>\n\n<p>4-Procedure di sicurezza aziendali</p>\n\n<p>5-Dieci comportamenti da seguire (Istituto Sup. Sanit&amp;agra</p>\n	b08ed626324baf4d7005	0	2020-05-12 18:39:12
148	EL - Dimostrativo Tutor81 2020	<p>Lezione 1: DEMO-PRESENTAZIONE</p>\n\n<p>Lezione 3: DEMO-OM001V - introduzione al decreto 81</p>\n\n<p>Lezione 4: DEMO-OM009V - dalla rivoluzione industriale ad oggi</p>\n\n<p>Lezione 5: DEMO-OM004V - le figure organizzazione aziendale</p>\n\n<p>Lezione 6: DEMO-OM044D-SOGGETTI: LAVORATORE definizione - Avv. Perotti</p>\n\n<p>Lezione 7: DEMO-OM045D-SOGGETTI: LAVORATORE art.20 - Avv. Perotti</p>\n\n<p>Lezione 8: DEMO-OM046D-SOGGETTI: LAVORATORE domande all&#39;Avvocato - Avv. Perotti</p>\n\n<p>Lezione 9: OM033S-SOGGETTI: LAVORATORE divieti</p>\n\n<p>Lezione 10: DEMO-OM003V-CRITERI E INDIVIDUAZIONE RISCHI: concetti di base</p>\n\n<p>Lezione 11: DEMO-OM038V-CRITERI E INDIVIDUAZIONE RISCHI: la percezione del rischio</p>\n\n<p>Lezione 12: OM039S_REV01 - CRITERI E INDIVIDUAZIONE RISCHI: lavorare in condizioni di rischio</p>\n\n<p>Lezione 13: DEMO-OM005V-MISURE DI PREVENZIONE E PROTEZIONE: definizione</p>\n\n<p>Lezione 14: DEMO-OM008V - gli organi di vigilanza e controllo</p>\n\n<p>Le</p>\n	e4e2cf0fcc83321edbc0	0	2020-06-03 17:48:20
149	EL - DATORE DI LAVORO RSPP - formazione aggiornamento - 10 ore	<p>Tutte le lezioni sono state progettate e scritte da docenti qualificati con esperienza almeno decennale nel settore di competenza. In alcuni casi i docenti sono stati sostituiti da attori per migliorare l&rsquo;aspetto comunicativo.</p>\n	7d16d0571bb0b9840265	0	2020-07-08 15:41:15
150	EL - CARRELLO ELEVATORE - rischio utilizzo - BLENDED - 8 ore	<p>Il corso &egrave; stato realizzato al fine di formare addetti alla squadra antincendio per il rischio basso. Le unit&agrave; didattiche sono state realizzate sulla scorta delle indicazioni rilasciate dal Corpo Nazionale dei Vigili del Fuoco. Dopo aver visionato per intero tutti gli oggetti multimediali e i test posti in itinere, nonch&egrave;&nbsp;la verifica finale verr&agrave; rilasciato l&#39;attestato finale.</p>\n\n<p>Programma del corso prevede i seguenti moduli:</p>\n\n<p>&nbsp;</p>\n\n<ol>\n\t<li><strong>L&#39;incendio concetti di rischio</strong></li>\n\t<li><strong>La protezione antincendio</strong></li>\n\t<li><strong>Procedure e sistemi di spegnimento</strong></li>\n</ol>\n\n<ul>\n\t<li>\n\t<p>MODULO 1: L&#39;incendio concetti di rischio</p>\n\tDurata:1 oreDescrizione:<br />\n\tModifica modulo&nbsp;\n\t<p>LEZIONI INSERITE</p>\n\n\t<ul>\n\t\t<li>Lezione 1: Presentazione del corso</li>\n\t\t<li>Lezione 1: Concetti di rischio incendio</li>\n\t\t<li>Lezione 1: I parametri della combustione</li>\n\t\t<li>Lezione 1:	e2f1f64a2c7f7d42c56a	0	2020-07-16 05:06:41
151	EL - LAVORATORE - formazione di base - rischio alto - COMPLETO - 16 ore		a266eb84452acfeca2d4	0	2020-07-24 04:30:21
152	EL - DATORE DI LAVORO RSPP - formazione di base - rischio alto - COMPLETO - 48 ore 	<p>&nbsp;L&rsquo;obbiettivo del corso &egrave; la formazione deL Datore di lavoro che intende svolgere, nei casi previsti, i compiti propri del servizio di prevenzione e protezione dai rischi (di seguito DL SPP).</p>\n\n<p>Il percorso formativo si articola in numero quattro moduli, le lezioni presenti nel corso differeriscono per contenuto e durata in base al settore di rischio essendo conformi al&nbsp; punto 5 dell&rsquo;Accordo Stato Regioni del 26.1.2012.</p>\n\n<p>Il corso si articola attraverso i primi due moduli:</p>\n\n<ol>\n\t<li>NORMATIVO &ndash; giuridico</li>\n\t<li>GESTIONALE - gestione ed organizzazione della sicurezza</li>\n\t<li>\n\t<p><strong>MODULO 1: PRESENTAZIONE</strong></p>\n\tDurata:0 oreDescrizione:<br />\n\tModifica modulo&nbsp;\n\t<p>LEZIONI INSERITE</p>\n\n\t<ul>\n\t\t<li>Lezione 1: Presentazione del corso</li>\n\t</ul>\n\t</li>\n\t<li>\n\t<p><strong>MODULO 2: GIURIDICO NORMATIVO</strong></p>\n\tDurata:0 oreDescrizione:<br />\n\tModifica modulo&nbsp;\n\t<p>LEZIONI INSERITE</p>\n\n\t<ul>\n\t\t<li>Lezione 1	887ffa6c033b12820daf	0	2020-07-28 16:30:15
153	EL - RLS - formazione aggiornamento 2020 - 8 ore 		7687a8d35402868840be	0	2020-09-16 16:51:08
154	EL - LAVORATORE - formazione di base - rischio medio - SPECIFICA - 8 ORE		210cad498f980448a813	0	2020-11-13 14:11:19
155	EL - LAVORATORE - formazione di base - rischio alto - SPECIFICA 12 ore		09b4ebae3aeec5885385	0	2020-11-13 14:42:32
156	el01G - LAVORATORE - formazione di base - rischio medio - completo		374259d2ef5fc67468fb	0	2020-11-15 23:20:27
157	el05G - DATORE DI LAVORO RSPP - FORMAZIONE DI BASE - RISCHIO MEDIO - COMPLETO - 32 ORE		4b609bf82297f9fb9f89	0	2020-11-30 23:21:20
158	EL -  Antincendio - Aggiornamento - 2 ore	<p>Il corso &egrave; stato realizzato al fine di formare addetti alla squadra antincendio per il rischio basso. Le unit&agrave; didattiche sono state realizzate sulla scorta delle indicazioni rilasciate dal Corpo Nazionale dei Vigili del Fuoco. Dopo aver visionato per intero tutti gli oggetti multimediali e i test posti in itinere, nonch&egrave;&nbsp;la verifica finale verr&agrave; rilasciato l&#39;attestato finale.</p>\n\n<p>Programma del corso prevede i seguenti moduli:</p>\n\n<p>&nbsp;</p>\n\n<p><strong>L&#39;incendio concetti di rischio</strong></p>\n\n<p><strong>La protezione antincendio</strong></p>\n\n<p><strong>Procedure e sistemi di spegnimento</strong></p>\n\n<p>Durata:2&nbsp;oreDescrizione:</p>\n\n<p>LEZIONI INSERITE</p>\n\n<p>Lezione 1: Presentazione del corso</p>\n\n<p>Lezione 1: Concetti di rischio incendio</p>\n\n<p>Lezione 1: I parametri della combustione</p>\n\n<p>Lezione 1: Classificazione degli incendi</p>\n\n<p>Lezione 1: Uso estintori</p>\n	61450de7124c344d687e	1	2020-12-02 14:51:37
159	LAVORATORE - FORMAZIONE DI BASE - GENERALE - BLENDED - 4 ORE	<p><strong>Argomenti del corso</strong></p>\n\n<p>Concetti di rischio, danno, prevenzione, protezione, organizzazione della prevenzione aziendale, diritti, doveri e sanzioni per i vari soggetti aziendali, organi di vigilanza, controllo e assistenza.</p>\n\n<p><strong>Normativa di riferimento:</strong></p>\n\n<p>Lezione 1: Presentazione del corso</p>\n\n<p>Lezione 2: Principi costituzionali e civilistici</p>\n\n<p>Lezione 3: I principali soggetti coinvolti e i relativi obblighi</p>\n\n<p>Lezione 4: Il lavoratore definizione, compiti e responsabilit&agrave;</p>\n\n<p>Lezione 5: Il preposto definizione, compiti e responsabilit&agrave;</p>\n\n<p>Lezione 6: Il medico competente, funzioni e attributi</p>\n\n<p>Lezione 7: I fattori di rischio e di pericolo</p>\n\n<p>Lezione 8: Infortuni e modalit&agrave; di accadimento</p>\n\n<p>Lezione 9: Documento di valutazione dei rischi: individuazione e quantificazione del rischio</p>\n\n<p>Lezione 10: Misure di prevenzione e protezione dei rischi</p>\n	c23755b873913c2a11ef	0	2021-03-22 17:01:40
160	el01G - LAVORATORE - FORMAZIONE DI BASE - GENERALE - BLENDED - 4 ORE	<p><strong>Argomenti del corso</strong></p>\n\n<p>Concetti di rischio, danno, prevenzione, protezione, organizzazione della prevenzione aziendale, diritti, doveri e sanzioni per i vari soggetti aziendali, organi di vigilanza, controllo e assistenza.</p>\n\n<p><strong>Normativa di riferimento:</strong></p>\n\n<ul>\n\t<li>Lezione 1: Presentazione del corso</li>\n\t<li>Lezione 2: Principi costituzionali e civilistici</li>\n\t<li>Lezione 3: I principali soggetti coinvolti e i relativi obblighi</li>\n\t<li>Lezione 4: Il lavoratore definizione, compiti e responsabilit&agrave;</li>\n\t<li>Lezione 5: Il preposto definizione, compiti e responsabilit&agrave;</li>\n\t<li>Lezione 6: Il medico competente, funzioni e attributi</li>\n\t<li>Lezione 7: I fattori di rischio e di pericolo</li>\n\t<li>Lezione 8: Infortuni e modalit&agrave; di accadimento</li>\n\t<li>Lezione 9: Documento di valutazione dei rischi: individuazione e quantificazione del rischio</li>\n\t<li>Lezione 10: Misure di prevenzione e protezione dei rischi</li>	e5395d49ada91b3125d5	0	2021-03-23 22:00:40
161	EL - PROVA SLIDE 2021	<p>DFSA</p>\n	ee058a5b70ce7f51ce19	0	2021-03-23 23:23:56
